rating,date,variation,verified_reviews,feedback,processed_reviews
5,29-Jul-18,Sandstone Fabric ,"""I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!""",1.0,love echo show bedroom wonder music info sleep sound
5,29-Jul-18,Sandstone Fabric ,"""Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!""",1.0,awesom life changer serious abl start morn alexa wakem alarm play music gotten use voic anoth room listen say love echo dont hesit get one price speaker unbeliev buy cordless holder take echo anywher love purchas love alexa
2,29-Jul-18,Sandstone Fabric ,"""I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again.""",0.0,super impress alexa prime laps wouldnt play anyth isnt smart enough differenti among spotifi account cant use either randomli speak nobodi talk today unplug hernot sure ill ever use alexa
5,29-Jul-18,Charcoal Fabric ,I like everything about it !!!,1.0,like everyth
5,29-Jul-18,Heather Gray Fabric ,Liked 100%,1.0,like
5,29-Jul-18,Charcoal Fabric ,Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.,1.0,never issu buy use electron long get good like new read comment see use
5,29-Jul-18,Charcoal Fabric ,Our family really loves this new Echo,1.0,famili realli love new echo
5,29-Jul-18,Heather Gray Fabric ,bought for my wife she loves it,1.0,bought wife love
5,29-Jul-18,Charcoal Fabric ,Fun just got it today now my I pod will go in my car and I will use this is the house.,1.0,fun got today pod go car use hous
4,29-Jul-18,Sandstone Fabric ,Like it to do more,1.0,like
5,29-Jul-18,Sandstone Fabric ,"""This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.""",1.0,third echo worth everi penni like household employe small flat rate keep bedroom live room dropin use intercom listen music answer quick question alarm wake school etc
5,29-Jul-18,Charcoal Fabric ,Listen music and set timer,1.0,listen music set timer
5,29-Jul-18,Sandstone Fabric ,I received the echo in perfect condition. The device was easy to set up and responds quickly and without any issues. Alexa is a great addition to our family!,1.0,receiv echo perfect condit devic easi set respond quickli without issu alexa great addit famili
5,29-Jul-18,Charcoal Fabric ,Good sound. Like it for music and scheduling. Like that i can get random thoughts recorded while I think about them. The jokes are cute!,1.0,good sound like music schedul like get random thought record think joke cute
5,29-Jul-18,Charcoal Fabric ,Purchased this for myself and am just beginning to learn all that it can do.  So far am very pleased and amazed at the different actions it can perform.  Am enjoying it and looking forward to learning more about other options it provides.,1.0,purchas begin learn far pleas amaz differ action perform enjoy look forward learn option provid
5,29-Jul-18,Sandstone Fabric ,"""This echo is just as great as my others, even though it is smaller.""",1.0,echo great other even though smaller
5,29-Jul-18,Charcoal Fabric ,Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!,1.0,funni buy someth look fun wind total use part home love
5,29-Jul-18,Charcoal Fabric ,"""I have had all good experience, so far with the second generation Echo. There are so many more things to learn, but I have not had the time yet. Right now, I am mostly enjoying the music, weather updates, using the alarm feature, and her personality. I have also purchased some mini smart socket yes. I am very excited to begin using them""",1.0,good experi far second gener echo mani thing learn time yet right mostli enjoy music weather updat use alarm featur person also purchas mini smart socket ye excit begin use
5,29-Jul-18,Charcoal Fabric ,"""I’m having trouble connecting my tv to it, but I’m not exactly tech smart. I’m sure one of my grandsons will figure it out for me. So far I’ve been using it mostly for music.""",1.0,im troubl connect tv im exactli tech smart im sure one grandson figur far ive use mostli music
5,29-Jul-18,Charcoal Fabric ,Simply love my Echo. I hardly watch any TV at all anymore. I'm too busy listening to music. Speaker is pretty goo for its size. All the fun skills really make the echo fun for my whole family.,1.0,simpli love echo hardli watch tv anymor im busi listen music speaker pretti goo size fun skill realli make echo fun whole famili
5,29-Jul-18,Charcoal Fabric ,Enjoyed entire echo experience,1.0,enjoy entir echo experi
4,29-Jul-18,Charcoal Fabric ,Easy to set up.,1.0,easi set
4,29-Jul-18,Charcoal Fabric ,"""The Echo is an amazing device.  Many times it seems very intuitive.  But at other times I ask for something that seems clear and simple and get no result.  Installation was fairly straightforward, but I messed up several times simply because I thought a step was complete when it wasn't.  This actually made me lose ground until I figured that out.  My advice is to be patient; the app will let you know when you can move on to the next step.My biggest issue of the moment is that we have several Echo devices in our home and I would like to use them as intercoms (which I am told can be done).  However, I can't make any of the Echos aware of the others existence.  When I ask Alexa how to do this she answers about instructions how to change her name.  I know this is likely my fault, but I would think the designers would anticipate this and make it easier to find the needed instructions.  A small deal for many device savvy people, but a challenge for me.""",1.0,echo amaz devic mani time seem intuit time ask someth seem clear simpl get result instal fairli straightforward mess sever time simpli thought step complet wasnt actual made lose ground figur advic patient app let know move next stepmi biggest issu moment sever echo devic home would like use intercom told done howev cant make echo awar other exist ask alexa answer instruct chang name know like fault would think design would anticip make easier find need instruct small deal mani devic savvi peopl challeng
5,29-Jul-18,Heather Gray Fabric ,We are loving Ours very much,1.0,love much
5,29-Jul-18,Heather Gray Fabric ,"""I have the original Alexa and the Tap and so far the 2nd generation is the best. I'm happy to see they are making improvements with each new one.It would be great to have updates to our little A.I.'s, I think it would help out a lot with the bugs in it. All in all I am very happy with her and I can now play music throughout the whole house and adjust the bass and treble. Thank you""",1.0,origin alexa tap far nd gener best im happi see make improv new oneit would great updat littl ai think would help lot bug happi play music throughout whole hous adjust bass trebl thank
5,29-Jul-18,Charcoal Fabric ,"""Very pleased with the Echo 2nd Generation. It is so nice to have Alexa available for music, weather, news, and probably a lot more we haven’t discovered.""",1.0,pleas echo nd gener nice alexa avail music weather news probabl lot havent discov
4,29-Jul-18,Heather Gray Fabric ,"""I am pleasantly surprised by the sound quality of the Echo. If you are a big fan of deep bass, this might not be sufficient for you though. The potential to control your home is an option I will explore more as I evolve my home into a """"smart home"""". The voice recognition is very impressive. It is stylish and fun. I have no regrets with this purchase. It is great for technically changes people. Ask it to play a song or a movie and it responds instantly. If you have an elderly loved one, this would be a great gift. Once connected to wifi, it is very simple to use.  If you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! You can even have conversations with the echo. I am not embarrassed to say, that echo has made me laugh a couple times when I ask it to tell me a joke. It tells me where my packages are since I am an amazon prime addict, it comes in extremely  handy!""",1.0,pleasantli surpris sound qualiti echo big fan deep bass might suffici though potenti control home option explor evolv home smart home voic recognit impress stylish fun regret purchas great technic chang peopl ask play song movi respond instantli elderli love one would great gift connect wifi simpl use want unlimit music control sure amazon prime premium spotifi blown away person dj even convers echo embarrass say echo made laugh coupl time ask tell joke tell packag sinc amazon prime addict come extrem handi
5,29-Jul-18,Heather Gray Fabric ,Easy to setup. Love all the things she does.,1.0,easi setup love thing
5,29-Jul-18,Heather Gray Fabric ,Have Alexa throughout the house----the future has arrived!,1.0,alexa throughout houseth futur arriv
5,29-Jul-18,Charcoal Fabric ,"""I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!""",1.0,alreadi alexa amazon find today could resist get echo also best thing ever use side hous couldnt happier
5,29-Jul-18,Sandstone Fabric ,Arrived as expected.,1.0,arriv expect
5,29-Jul-18,Charcoal Fabric ,"""Bought this a few weeks ago -  everything about this product is excellent !!!!! Don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard.""",1.0,bought week ago everyth product excel dont forget buy charger order must take outsid pool worri hire electrician put outlet yard
4,29-Jul-18,Charcoal Fabric ,Terrific,1.0,terrif
5,29-Jul-18,Oak Finish ,Love my Echo,1.0,love echo
5,29-Jul-18,Charcoal Fabric ,It’s smaller than the original. Looks nicer too.,1.0,smaller origin look nicer
5,29-Jul-18,Heather Gray Fabric ,Works great!,1.0,work great
5,29-Jul-18,Charcoal Fabric ,"""My husband and I are what I would call &#34;late adopters&#34; when it come to technology, but we decide we would try and Echo to serve primarily as a music source.  Wow, were we amazed and the great sound!  We've also been having a great time listening to all of our favorite songs buy just asking Alexa.  I may even buy one for my elderly Dad - I think he will enjoy having one to listen to music or even place his calls to us!""",1.0,husband would call late adopt come technolog decid would tri echo serv primarili music sourc wow amaz great sound weve also great time listen favorit song buy ask alexa may even buy one elderli dad think enjoy one listen music even place call us
5,29-Jul-18,Charcoal Fabric ,"""I really have enjoyed it.  Changing the Directv channels, plays iHeartRadio and Pandora , adjusts the ac thermostat and turns the living room lights and outside lights.""",1.0,realli enjoy chang directv channel play iheartradio pandora adjust ac thermostat turn live room light outsid light
5,29-Jul-18,Charcoal Fabric ,I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.,1.0,want one bought prime day absolut love
5,29-Jul-18,Charcoal Fabric ,We are so glad that we got the Echo over a Bluetooth speaker. Alexa does so much more stuff than other non smart speakers out there. I personally love the timer feature. It has helped me with cooking multiple things simultaneously. Pandora integration is another feature that I use daily. So happy with out Prime Day purchase. I will get the Echo hub and a few more Echo dots in the future.,1.0,glad got echo bluetooth speaker alexa much stuff non smart speaker person love timer featur help cook multipl thing simultan pandora integr anoth featur use daili happi prime day purchas get echo hub echo dot futur
5,29-Jul-18,Charcoal Fabric ,See subject line.  Love it,1.0,see subject line love
5,29-Jul-18,Heather Gray Fabric ,Love it!,1.0,love
5,29-Jul-18,Heather Gray Fabric ,Very easy setup.,1.0,easi setup
5,29-Jul-18,Heather Gray Fabric ,"""I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!""",1.0,hesit buy echo echo dot seem good enough echo except sound qualiti realli didnt feel need howev glad got differ sound realli far superior echo dot listen greatest showman littl power
5,29-Jul-18,Sandstone Fabric ,Sound quality is great. Still learning about all the different things I can do with it. FUN!!!,1.0,sound qualiti great still learn differ thing fun
5,29-Jul-18,Charcoal Fabric ,Got a good deal and works great with Prime.  Setup was a bit of a pain but more the fault of crappy internet service.  Has worked great with nice sound from small speaker.,1.0,got good deal work great prime setup bit pain fault crappi internet servic work great nice sound small speaker
5,29-Jul-18,Charcoal Fabric ,I love it!!,1.0,love
5,29-Jul-18,Charcoal Fabric ,Works great! Perfect for my office!,1.0,work great perfect offic
5,29-Jul-18,Heather Gray Fabric ,Love it--- have one inside house and one by our pool now . Just as good as Bose speakers around house -,1.0,love one insid hous one pool good bose speaker around hous
5,29-Jul-18,Sandstone Fabric ,easy to use--amazing,1.0,easi useamaz
5,29-Jul-18,Charcoal Fabric ,Nice product A+,1.0,nice product
5,29-Jul-18,Charcoal Fabric ,We love our Echo! We were totally amazed at the speaker quality. Only bummed we didn’t buy two since we got it on Prime day!,1.0,love echo total amaz speaker qualiti bum didnt buy two sinc got prime day
5,29-Jul-18,Sandstone Fabric ,Very responsive. Great sound quality for its size.,1.0,respons great sound qualiti size
5,29-Jul-18,Charcoal Fabric ,It's so efficient and amazing!  How COOL!  We all use it often every day...,1.0,effici amaz cool use often everi day
4,29-Jul-18,Charcoal Fabric ,"""I’m impressed with the quality of sound that the Echo has, it’s definitely comparable to my Bose Mini. I only gave 4 stars because I can’t use my Apple Music account.""",1.0,im impress qualiti sound echo definit compar bose mini gave star cant use appl music account
5,29-Jul-18,Charcoal Fabric ,Technology in such a small device. The price was good too! The sound is amazing! A must have feature for any home!,1.0,technolog small devic price good sound amaz must featur home
5,29-Jul-18,Charcoal Fabric ,Mainly use it for the music but I’m learning more all the time.  Really nothing bad to say about it,1.0,mainli use music im learn time realli noth bad say
5,29-Jul-18,Charcoal Fabric ,"""I replaced my 1st gen, was concerned about a smaller unit not having the same sound...I was wrong.  If anything it's the same volume, and more clear.  Good product.""",1.0,replac st gen concern smaller unit soundi wrong anyth volum clear good product
5,29-Jul-18,Charcoal Fabric ,Great addition to my Echo Plus!,1.0,great addit echo plu
5,29-Jul-18,Charcoal Fabric ,the best,1.0,best
5,29-Jul-18,Heather Gray Fabric ,Love the feature to play music in every room with multiple Echos.,1.0,love featur play music everi room multipl echo
5,29-Jul-18,Heather Gray Fabric ,I love Alexa!  I am surprised how much I use her.,1.0,love alexa surpris much use
5,29-Jul-18,Charcoal Fabric ,I use this product for enjoyment and I just love it,1.0,use product enjoy love
5,29-Jul-18,Sandstone Fabric ,Easy to use and has great sound...It was a great purchase at a great price.,1.0,easi use great soundit great purchas great price
5,29-Jul-18,Charcoal Fabric ,Very easy to set up and have no issues.,1.0,easi set issu
5,29-Jul-18,Charcoal Fabric ,This unit add much pleasure to our Echo Plus.  We now can have music and information through our home. (or just in one room),1.0,unit add much pleasur echo plu music inform home one room
4,29-Jul-18,Heather Gray Fabric ,It's extremely useful in simple things like spotify and audible and things like that but sometimes it doesn't answer everything I ask but it's still nice to use.,1.0,extrem use simpl thing like spotifi audibl thing like sometim doesnt answer everyth ask still nice use
2,29-Jul-18,Charcoal Fabric ,Too difficult to set up.  It keeps timing out before you can enter the password,0.0,difficult set keep time enter password
5,29-Jul-18,Charcoal Fabric ,"""Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far.""",1.0,get use use echo use shop list listen music timer work great far
5,29-Jul-18,Heather Gray Fabric ,Very cool and lots of fun! Used for a week and still learning its capabilities.,1.0,cool lot fun use week still learn capabl
5,29-Jul-18,Heather Gray Fabric ,"""Love it, love it!!!!!!!!""",1.0,love love
5,29-Jul-18,Heather Gray Fabric ,Love it but having a hard time setting up all the apps,1.0,love hard time set app
5,29-Jul-18,Charcoal Fabric ,I use it in my office and another at my apartment for music and information,1.0,use offic anoth apart music inform
4,29-Jul-18,Sandstone Fabric ,"""it's great for music, a little hard to figure out how it works.""",1.0,great music littl hard figur work
5,29-Jul-18,Charcoal Fabric ,"""This was given to my 7 year at the time as a birthday gift from his dad. He loves it, ask Alexa anything she has the answer, plus it’s good for homework. So I purchased one on prime day for my bathroom for when I’m getting ready for work. I listen to music at 4am and the base it’s metro booming.. Replacement for my clock radio, plus I have the echo dot on my night stand as my alarm clock..""",1.0,given year time birthday gift dad love ask alexa anyth answer plu good homework purchas one prime day bathroom im get readi work listen music base metro boom replac clock radio plu echo dot night stand alarm clock
5,29-Jul-18,Sandstone Fabric ,"""Very impressed with look, clarity of sound and color.""",1.0,impress look clariti sound color
5,29-Jul-18,Charcoal Fabric ,Alexa is amazing! Great speaker.,1.0,alexa amaz great speaker
5,29-Jul-18,Sandstone Fabric ,"""Still getting used to Alexa, don't have her connected to our TV yet or other things right now use her for music and information, which she is great!!""",1.0,still get use alexa dont connect tv yet thing right use music inform great
5,29-Jul-18,Charcoal Fabric ,"""Works and sounds great! My house is barely 1100sf, and I have this sitting on my kitchen counter. I can hear it, and speak to it from any room. Lots of functionality still to discover.""",1.0,work sound great hous bare sf sit kitchen counter hear speak room lot function still discov
5,29-Jul-18,Charcoal Fabric ,"""I have had pure fun with my echo.  Weather, jokes, news briefing, and music but still so much more to use it for.  A lot of fun for the money.""",1.0,pure fun echo weather joke news brief music still much use lot fun money
5,29-Jul-18,Charcoal Fabric ,Use this all the time and especially to communicate with kids throughout the home,1.0,use time especi commun kid throughout home
5,29-Jul-18,Charcoal Fabric ,"""Love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask Alexa to turn the light off.""",1.0,love still learn make lot thing easier like forget turn light anoth room ask alexa turn light
5,29-Jul-18,Heather Gray Fabric ,Bought this for my daughter when she turned 9.  She loves it!!  I especially like the calling feature since she doesn’t have a cell phone.  She loves playing music and dancing and with Amazon music she can play all her favorite songs ...... sometimes over and over and over again lol!,1.0,bought daughter turn love especi like call featur sinc doesnt cell phone love play music danc amazon music play favorit song sometim lol
5,29-Jul-18,Charcoal Fabric ,We got this as a wedding gift and haven’t discovered all of its features yet. Will update. Playing music is great though!,1.0,got wed gift havent discov featur yet updat play music great though
5,29-Jul-18,Charcoal Fabric ,I am impressed with the sound quality.,1.0,impress sound qualiti
5,29-Jul-18,Charcoal Fabric ,"""Very pleased with my purchase of Echo Smart Speaker - love the fact that I can play music of different genre's whenever I want.Had some trouble at first with the WI FI, but it is now working.""",1.0,pleas purchas echo smart speaker love fact play music differ genr whenev wanthad troubl first wi fi work
5,29-Jul-18,Charcoal Fabric ,"""My  wife & I enjoy the ease of playing our music. The games are fun & entertaining, I look forward to adding more smart products to my home.""",1.0,wife enjoy eas play music game fun entertain look forward ad smart product home
5,29-Jul-18,Sandstone Fabric ,"""This is my second Echo and I love how it helps me in the kitchen. I can set timers, listen to the news, prepare grocery lists, and get great music.""",1.0,second echo love help kitchen set timer listen news prepar groceri list get great music
4,29-Jul-18,Sandstone Fabric ,The sound quality is good just wish alexa could answer more questions,1.0,sound qualiti good wish alexa could answer question
5,29-Jul-18,Heather Gray Fabric ,"""This is my second Echo, I have the Dot but the speaker is weak so I purchased this and for listening to music the speaker is great.""",1.0,second echo dot speaker weak purchas listen music speaker great
5,29-Jul-18,Charcoal Fabric ,great sound,1.0,great sound
5,29-Jul-18,Heather Gray Fabric ,Great,1.0,great
4,29-Jul-18,Charcoal Fabric ,We really only use this as a speaker to stream music. We’ve had it 7 months and it’s just kinda useless.,1.0,realli use speaker stream music weve month kinda useless
5,29-Jul-18,Heather Gray Fabric ,"""Once set up very user friendly. Set-up wasn't as user friendly as I'd hoped.. The alexa app should be able to download to a pc without installing [invasive ] drivers. My wife and I are both retired and she wouldn't have been able to install Alexa, but if my son wasn't supplying her with a smart phone we wouldn't be using Alexa yet.""",1.0,set user friendli setup wasnt user friendli id hope alexa app abl download pc without instal invas driver wife retir wouldnt abl instal alexa son wasnt suppli smart phone wouldnt use alexa yet
5,29-Jul-18,Charcoal Fabric ,Very easy set up. Really enjoying it,1.0,easi set realli enjoy
5,29-Jul-18,Charcoal Fabric ,more compact and a bit better than the original,1.0,compact bit better origin
5,29-Jul-18,Charcoal Fabric ,I love it pretty cool.,1.0,love pretti cool
5,29-Jul-18,Charcoal Fabric ,I having it in my living room. Music sounds really good in my living room . I can hear it upstairs.,1.0,live room music sound realli good live room hear upstair
5,29-Jul-18,Heather Gray Fabric ,This is a great product!  Set up was easy.  Sound is wonderful.,1.0,great product set easi sound wonder
4,28-Jul-18,Charcoal Fabric ,"""So far I like it.  I bought it just for some music though, and it sounds pretty good.""",1.0,far like bought music though sound pretti good
5,28-Jul-18,Charcoal Fabric ,Love it,1.0,love
5,28-Jul-18,Charcoal Fabric ,Love it.,1.0,love
5,28-Jul-18,Charcoal Fabric ,Glad I bought this.,1.0,glad bought
5,28-Jul-18,Heather Gray Fabric ,"""Like, all types of fun,music, and more""",1.0,like type funmus
5,28-Jul-18,Heather Gray Fabric ,I like the volume up and down on the top so I can turn it down quickly.,1.0,like volum top turn quickli
5,28-Jul-18,Heather Gray Fabric ,"""I love my new echo.  It gives me hours of music and help with other things.It was difficult for me to set it up,  I had to have help from a Tekkie""",1.0,love new echo give hour music help thingsit difficult set help tekki
5,28-Jul-18,Charcoal Fabric ,Almost as good as my Bose. Love the whole house music.,1.0,almost good bose love whole hous music
1,28-Jul-18,Charcoal Fabric ,Alexa hardly came on..,0.0,alexa hardli came
5,28-Jul-18,Charcoal Fabric ,"""Easy setup using the app, which was also easy to install on my phone.  The sound quality while for listening to music on Pandora is wonderful!!""",1.0,easi setup use app also easi instal phone sound qualiti listen music pandora wonder
5,28-Jul-18,Charcoal Fabric ,"""I’m still learning how to use the Echo, but so far I love it!""",1.0,im still learn use echo far love
4,28-Jul-18,Charcoal Fabric ,Works awesome!,1.0,work awesom
5,28-Jul-18,Charcoal Fabric ,Works great.,1.0,work great
5,28-Jul-18,Charcoal Fabric ,From such a small speaker it sounds great,1.0,small speaker sound great
5,28-Jul-18,Charcoal Fabric ,Great sound for the size and the prize!! And of course....Alexa!,1.0,great sound size prize coursealexa
5,28-Jul-18,Charcoal Fabric ,if you don't have an Echo you definitely need one,1.0,dont echo definit need one
5,28-Jul-18,Charcoal Fabric ,Great device.  Seems to work better than the 1st generation!,1.0,great devic seem work better st gener
5,28-Jul-18,Charcoal Fabric ,Very useful,1.0,use
5,28-Jul-18,Charcoal Fabric ,Great Prime Day Buy!,1.0,great prime day buy
5,28-Jul-18,Charcoal Fabric ,I love Alexa!,1.0,love alexa
5,28-Jul-18,Charcoal Fabric ,Alexa is easy to operate and set up.  Have had it for about 10 days now and love it.,1.0,alexa easi oper set day love
5,28-Jul-18,Heather Gray Fabric ,Great speaker with a lot of capabilities. Very fun to learn how to use it.,1.0,great speaker lot capabl fun learn use
5,31-Jul-18,Black  Spot,I used the product for my phone to look up the weather and watch videos,1.0,use product phone look weather watch video
4,31-Jul-18,White  Spot,"""Don’t use it for much as I thought we would. Synced with Kasa-Cam and use it to check up on our baby in the crib a lot. Lyrics for music is cool, too. Other than that it’s used as a clock and standard dot’ish features.""",1.0,dont use much thought would sync kasacam use check babi crib lot lyric music cool use clock standard dotish featur
5,30-Jul-18,Black  Spot,Amazing so far. Just got it the other day.,1.0,amaz far got day
4,30-Jul-18,Black  Spot,"""I like that it's smaller, but it has never understood commands as easily as our first-gen original Echo did.""",1.0,like smaller never understood command easili firstgen origin echo
4,30-Jul-18,Black  Spot,"""Worthy successor to the echo dot and right at home in the bed room as an alarm clock.  However, for the price it should come with the stand""",1.0,worthi successor echo dot right home bed room alarm clock howev price come stand
5,30-Jul-18,Black  Spot,"""I love this device! All the functionality of an Amazon Echo with the added benefit of a video screen. It looks great on my nightstand as a clock (lots of faces to choose from) and displays weather, reminders, etc. I think it can do video calls too but I use FaceTime for that anyway. It’s a great shape and doesn’t take up a lot of room. I’m planning to get another one for my guest room. Awesome for a great price!""",1.0,love devic function amazon echo ad benefit video screen look great nightstand clock lot face choos display weather remind etc think video call use facetim anyway great shape doesnt take lot room im plan get anoth one guest room awesom great price
5,30-Jul-18,White  Spot,I love the Echo Spot. This bedside alarm clock size device can do what theEcho Show can do. I was concerned because I already had a large Echo in mybedroom that answered to “Alexa” like the other devices in my home. I wasconcerned about having both devices answering at the same time when I discoveredthat I had other name choices (not enough for me but just enough to avoid confusion).I named him “Echo.” Now if I could only choose a male voice. I loved that I could link it tomy security camera and my new doorbell. So many more features. Don’t forget to buy thestand/base. So many advantages to having that. Read the reviews. Highly recommend.,1.0,love echo spot bedsid alarm clock size devic theecho show concern alreadi larg echo mybedroom answer alexa like devic home wasconcern devic answer time discoveredthat name choic enough enough avoid confusioni name echo could choos male voic love could link tomi secur camera new doorbel mani featur dont forget buy thestandbas mani advantag read review highli recommend
4,30-Jul-18,Black  Spot,"""I love this little Spot more than I thought I would. The sound is great for such a little thing...my music plays nice and loud and clear. The video is terrific...I was watching some Prime shows just for the heck of it, and I was really impressed. Immediately convinced my mom to buy my sister one for her birthday!Only thing that kept me from giving it 5 stars...I really wish it was cordless. I love having it in my kitchen but trying to find a place to plug it in is a pain. And it won’t connect to my Bluetooth speaker while playing Amazon Prime Music for some reason, which is a drag when I want to hear it in the dining room during dinner. Of course, if it was CORDLESS I could just bring it with me...otherwise, I absolutely love it and will probably buy another one!""",1.0,love littl spot thought would sound great littl thingmi music play nice loud clear video terrifici watch prime show heck realli impress immedi convinc mom buy sister one birthdayonli thing kept give starsi realli wish cordless love kitchen tri find place plug pain wont connect bluetooth speaker play amazon prime music reason drag want hear dine room dinner cours cordless could bring meotherwis absolut love probabl buy anoth one
5,30-Jul-18,Black  Spot,"""I bought on Prime Day and so glad I did. It’s easy to use and lots of customization options. I know some reviews said that the screen was small and hard to read, but I disagree.""",1.0,bought prime day glad easi use lot custom option know review said screen small hard read disagre
2,30-Jul-18,Black  Spot,Honestly I like it but at the same time I don’t I could have bought a smaller one that did the exact same thing for less then half I bought it for the video chat and I have never really used it,0.0,honestli like time dont could bought smaller one exact thing less half bought video chat never realli use
4,30-Jul-18,Black  Spot,"""Overall it's great and I like that I can see lyrics and the time and  date. However, sometimes it freezes and doesn't respond properly--no error message about lack of connectivity--it just stops. Resetting resolves the problem.""",1.0,overal great like see lyric time date howev sometim freez doesnt respond properlyno error messag lack connectivityit stop reset resolv problem
5,30-Jul-18,Black  Spot,I love all that you can do with the Echo Spot!,1.0,love echo spot
5,30-Jul-18,White  Spot,The thing I like most about my Echo Spot is the voice command feature.  You can ask anything and get an answer or play any music without getting up to adjust the Echo. Easy to use,1.0,thing like echo spot voic command featur ask anyth get answer play music without get adjust echo easi use
5,30-Jul-18,White  Spot,"""Love it!! Perfect for an alarm clock replacement, plus so much more!!""",1.0,love perfect alarm clock replac plu much
5,30-Jul-18,Black  Spot,"""I love the Echo Spot as it is great for checking the weather along with many other things, but most important it works great as your alarm clock in your bedroom!""",1.0,love echo spot great check weather along mani thing import work great alarm clock bedroom
5,30-Jul-18,White  Spot,We absolutely love this product!!! Wish we would have bought this instead of the dots!!!,1.0,absolut love product wish would bought instead dot
5,30-Jul-18,White  Spot,"""We like that we are able to get weather and other information quickly.  You can even hear music played. The speaker is clear.  We are enjoying it.  What we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  The next day, I asked the Echo to play music from the same artist not specifying any particular song.  The Echo played the exact song by that same artist that my husband played on our stereo the day before.  It was a little disconcerting.""",1.0,like abl get weather inform quickli even hear music play speaker clear enjoy like creepi day husband play particular song stereo next day ask echo play music artist specifi particular song echo play exact song artist husband play stereo day littl disconcert
4,30-Jul-18,White  Spot,"""I like echo spot. I bought it to use as an alarm clock. One negative that i didnt really think about, when you wake up in the morning and are somewhat groggy, its hard to tell alexa to turn off the alarm, or hard to remember commands to snooze for a few minutes. In this case a clock with buttons seems to work better""",1.0,like echo spot bought use alarm clock one neg didnt realli think wake morn somewhat groggi hard tell alexa turn alarm hard rememb command snooz minut case clock button seem work better
5,30-Jul-18,White  Spot,This is our second Echo Spot - to go with out two Echo Dots - love the look and how Alexia responds.,1.0,second echo spot go two echo dot love look alexia respond
5,30-Jul-18,Black  Spot,Love my Echo Spot!,1.0,love echo spot
1,30-Jul-18,Black  Spot,It is very slow compared to the echo,0.0,slow compar echo
5,30-Jul-18,White  Spot,I love the way it is designed. And you have choices for the face.  I use it for my bed side.  I drop in; on my echo in another part of the house frequently without yelling.,1.0,love way design choic face use bed side drop echo anoth part hous frequent without yell
4,30-Jul-18,Black  Spot,"""Terrific sound for a small device, and nice form factor for the nightstand. I like the convenience of seeing the time and temperature rather than asking Alexa. Not using video much, but it would be nice if the device had a square/rectangular screen.""",1.0,terrif sound small devic nice form factor nightstand like conveni see time temperatur rather ask alexa use video much would nice devic squarerectangular screen
5,30-Jul-18,Black  Spot,New to Alexa. Like this spot a lot.,1.0,new alexa like spot lot
4,30-Jul-18,Black  Spot,"""It's not perfect, but I really like this little gizmo. i bought it primarily for 2 purposes. First, so I could set wake-up alarms by individual days, and set the wake-up music individually by the day. Second, I wanted to control a bedroom light by voice, so I could shut it off as I was falling asleep, without having to get out of bed to turn a switch. The Echo Spot, together with a smart plug,has been able to accomplish that. A bonus has been getting Alexa to play music from my Amazon Prime playlists.What's not so great is that sometimes Alexa has a really hard time understanding instructions, and repeating and altering the way you say things can get pretty frustrating. Hopefully the AI gets better in the future, along with added functions.""",1.0,perfect realli like littl gizmo bought primarili purpos first could set wakeup alarm individu day set wakeup music individu day second want control bedroom light voic could shut fall asleep without get bed turn switch echo spot togeth smart plugha abl accomplish bonu get alexa play music amazon prime playlistswhat great sometim alexa realli hard time understand instruct repeat alter way say thing get pretti frustrat hope ai get better futur along ad function
5,30-Jul-18,White  Spot,I love it.  It is so easy to use,1.0,love easi use
